,id,date,user_id,text,messages,contains_similar_buhexpert,emotion,emotion_score,reason,clear_text
28410,28411,2024-05-13,136,"https://buhexpert8.ru/1s-buhgalteriya/nalogi/usn/rashody-usn/kak-uchityvat-pri-usn-normiruemye-rashody-na-reklamu.html

Нормирование по тем же принципам, что и для прибыли.
Вроде бы с тех пор ничего не поменялось.",messages_3,False,positive,0.5,"Пользователь ссылается на сервис Buhexpert 8 как на источник информации, но не выражает особую эмоцию по этому поводу. Ссылка на статью о нормировании по принципам для прибыли указывает, что пользователь видит в сервисе некоторую ценность, но не является очень положительным отзывом.",ссылка на бухэксперт 8 нормирование по тем же принципам что и для прибыли вроде бы с тех пор ничего не поменялось
34255,34256,2024-06-13,945,"у вас наверное другая версия программы, у меня 1с бухгалтерия.
поищите в интернете ваш вопрос, классный сайт бухэксперт",messages_3,True,positive,0.7,"Пользователь оценивает сервис как положительный, потому что нашел на нем ответ на свой вопрос и рекомендует посмотреть сайт бухэксперт как хороший источник информации.",у вас наверное другая версия программы у меня 1 с бухгалтерия поищите в интернете ваш вопрос классный сайт бухэксперт
36320,36321,2024-06-28,638,"Вы почитайте лучше статью на бухэксперте например , там все проводки расписаны , оно все более менее автоматом списывается при правильном изначальном введении. Закрытием месяца проводка формируется дт 26 кт 01.к. Вы говорите вешали на 76 счёт , там БУ и ну совершенно разные проводки и принцип.",messages_3,True,positive,0.7,"Пользователь ссылается на сервис как на источник достоверной информации, где проводки расписаны подробно. Хотя комментарий содержит и негативный тон, связанный с разной классификацией проводок в разных счетах, это не влияет на то, что сервис упоминается как полезный и информативный.",вы почитайте лучше статью на бухэксперте например там все проводки расписаны оно все более менее автоматом списывается при правильном изначальном введении закрытием месяца проводка формируется дт 26 кт 01 к вы говорите вешали на 76 счёт там бу и ну совершенно разные проводки и принцип
37232,37233,2024-07-04,834,"https://buhexpert8.ru/voprosy/voprosy-1s-buhgalteriya/nds-komissiya-za-valyutnyj-kontrol-soglasno-tarifam-banka.html Вас в Гугле заблокировали или очень хочется мне что-то доказать? Не стоит пытаться, не получится))",messages_3,False,negative,0.7,"Пользователь высказывается негативно о сервисе, потому что ссылается на то, что его ссылка на бухгалтерский эксперт заблокирована в Google. Хотя это не прямое упоминание сервиса, негативный настрой делает комментарий негативным.",ссылка на бухэксперт 8 вас в гугле заблокировали или очень хочется мне что то доказать не стоит пытаться не получится
41155,41156,2024-07-25,136,"вот тут можно почитать подробнее и что это такое и как проводить
https://buhexpert8.ru/1s-buhgalteriya/prochie-raschety-s-kontragentami/tsessiya/ustupka-prava-trebovaniya-dolga-uchet-u-tsedenta.html",messages_3,False,positive,0.75,"Пользователь ссылается на сервис как источник информации, хотя и выражает нейтральное отношение к сервису. Основная причина - предоставление достоверной информации.",вот тут можно почитать подробнее и что это такое и как проводить ссылка на бухэксперт 8
43131,43132,2024-08-04,2295,"Пару лет работодатель оплачивал главбух. Никакой пользы, один спам на почту и по телефону (до сих пор) и куча воды на сайте. Если нужны сервисы, я бы рекомендовала 1С:ИТС, может быть Консультант или Гарант (это зависит от специфики работы), Бухэксперт8. Для микро ООО или ИП (если конечно вид деятельности не специфичен) действительно вполне достаточно того, что есть в свободном доступе. Главное уметь пользоваться поисковиком)",messages_3,True,neutral,0.5,"Пользователь высказывается нейтрально о сервисе, не выражая явную положительную или отрицательную точку зрения. Он отмечает, что сервис может быть полезен для некоторых, но также говорит, что для простых случаев может быть достаточно информации из открытых источников.",пару лет работодатель оплачивал главбух никакой пользы один спам на почту и по телефону до сих пор и куча воды на сайте если нужны сервисы я бы рекомендовала 1 с итс может быть консультант или гарант это зависит от специфики работы бухэксперт 8 для микро ооо или ип если конечно вид деятельности не специфичен действительно вполне достаточно того что есть в свободном доступе главное уметь пользоваться поисковиком
43138,43139,2024-08-04,403,"Я уже давно адепт Бухэксперта. Вебинары у них отличные : чётко и по делу. А главбух задолбали своими звонками. Когда уже им кто-то объяснит, что такая тактика только вызывает неприязнь к их продукту.",messages_3,True,negative,0.7,"Основная причина негативной оценки - частые и неудобоваримые звонки от главных бухгалтеров, вызывающие неприязнь к продукту бухэксперта.",я уже давно адепт бухэксперта вебинары у них отличные чётко и по делу а главбух задолбали своими звонками когда уже им кто то объяснит что такая тактика только вызывает неприязнь к их продукту
43215,43216,2024-08-05,183,"Повышение Вашей квалификации это правильность их учета и достоверность их отчетности.И если им это неинтересно, то тогда пусть экономят на Вас)
У меня К+ с кучей приложений, главбух и бухэксперт)",messages_3,True,positive,0.75,"Пользователь считает, что сервис помогает повысить квалификацию и улучшить точность и достоверность отчетности. Хотя им интересно, он все равно считает, что сервис полезен и стоит денег.",повышение вашей квалификации это правильность их учета и достоверность их отчетности и если им это неинтересно то тогда пусть экономят на вас у меня к с кучей приложений главбух и бухэксперт
43723,43724,2024-08-08,1141,"Вся проблема в том, что при анализе штатного расписания в ФОТ фактический ЗУП ставит сумму оклада. Хотя по идее должен ставить 0,5 от оклада, так как рассказывает бухэксперт https://buhexpert8.ru/1s-zup/orgstruktura-i-shtatnoe-raspisanie/shtatnoe-raspisanie/kak-nastroit-grafik-raboty-v-pozitsii-shtatnogo-raspisaniya-na-kotoruyu-prinimayutsya-na-pol-stavki.html",messages_3,True,positive,0.7,"Пользователь ссылается на мнение бухгалтера-эксперта, что говорит о том, что сервис предоставляет достоверную и полезную информацию. Хотя пользователь выражает небольшую несогласность с одной из функциональностей сервиса, общее впечатление от сервиса остается положительным.",вся проблема в том что при анализе штатного расписания в фот фактический зуп ставит сумму оклада хотя по идее должен ставить 0 5 от оклада так как рассказывает бухэксперт ссылка на бухэксперт 8
48167,48168,2024-09-03,636,"Там много нюансов. Лучше порыться в литературе, например: 
https://buhexpert8.ru/1s-zup/grafiki-raboty-i-uchet-vremeni/summirovannyj-uchet-rabochego-vremeni/oplata-za-otrabotannoe-vremya-pri-summirovannom-uchete.html",messages_3,False,positive,0.5,"Пользователь ссылается на сервис как на источник информации, но выражение его мнения нейтральное. Он не выразительно положительно или отрицательно оценивает сервис, просто указывая, что лучше порыться в литературе. Ссылка на бухэксперт8 может быть как положительной, так и нейтральной.",там много нюансов лучше порыться в литературе например ссылка на бухэксперт 8
49931,49932,2024-09-14,23,"Короче, вот тут все написано https://buhexpert8.ru/1s-buhgalteriya/fsbu-25-lizing/u-lizingopoluchatelya-na-balanse-lizingopoluchatelya/poshagovyj-uchet-lizinga-v-1s-8-3-na-balanse-lizingopoluchatelya-s-2022-prof.html?ysclid=m112dlf71e455329229",messages_3,False,positive,0.7,"Пользователь ссылается на сервис бухэксперт 8 как на источник информации, что считается хорошим примером для сервиса. Хотя комментарий содержит негативный тон, но он не направлен непосредственно против сервиса, а лишь ссылается на него как на источник.",короче вот тут все написано ссылка на бухэксперт 8
50099,50100,2024-09-15,3135,"Зайдите на Бухэксперт , посмотрите есть ли у них курсы. Там только из-за лекций и семинаров Марины Аркадьевны Климовой не жалко денег отдать.",messages_3,True,positive,0.5,"Пользователь ссылается на сервис как на источник информации, но не выражает особую эмоцию по этому поводу. Ссылка на бухэксперт и статью Марины Аркадьевой не является явно положительной или отрицательной, поэтому оценивается как нейтральная.",зайдите на бухэксперт посмотрите есть ли у них курсы там только из за лекций и семинаров марины аркадьевны климовой не жалко денег отдать
844,845,2024-01-19,255,"Дмитрий, спасибо )) Я доверяю экспертам БухЭксперт8... их рекомендации не раз меня выручали.  И я ценю свое время и всегда максимально пытаюсь облегчить непростую жизнь бухгалтера, используя все возможности 1 С.",messages_4,True,positive,0.8,"Пользователь доверяет экспертам бухгалтерского учета и ценит их рекомендации, которые помогают облегчить жизнь бухгалтеру. Также стремится максимально использовать возможности сервиса для упрощения работы.",дмитрий спасибо я доверяю экспертам бухэксперт 8 их рекомендации не раз меня выручали и я ценю свое время и всегда максимально пытаюсь облегчить непростую жизнь бухгалтера используя все возможности 1 с
1568,1569,2024-02-02,140,В личку скину ссылку на бухэксперт,messages_4,True,positive,0.5,"Пользователь ссылается на сервис бухэксперт как на источник информации, но не выражает особую эмоцию по этому вопросу. Поэтому оценка как нейтральная.",в личку скину ссылку на бухэксперт
26828,26829,2024-03-13,1943,"Добрый день, коллеги! Вопрос по командировке. В организации выплачивают суточные 1050 руб. за сутки. Начисление зп ведется в ЗУП. Сделала начисление суточных сверх норм через документ Доход в натуральной форме по инструкции на Бухэксперт8. Однако, при формировании Расчетного листка появляется долг работника на сумму НДФЛ с суточных сверх норм. В чем ошибка?",messages_5,True,negative,0.7,"Пользователь указывает на ошибку в начислении суточных, когда они превышают норму. Документация на Buhexpert8 гласит, что суточные должны оформляться в натуральной форме через документ доход, но это приводит к появлению долга работника на расчетном листке. Пользователь считает, что это неправильно и указывает на ошибку в системе.",добрый день коллеги вопрос по командировке в организации выплачивают суточные 1050 руб за сутки начисление зп ведется в зуп сделала начисление суточных сверх норм через документ доход в натуральной форме по инструкции на бухэксперт 8 однако при формировании расчетного листка появляется долг работника на сумму ндфл с суточных сверх норм в чем ошибка
30581,30582,2024-03-25,276,"Подрядчикам? Тогда это давальческое сырье.  На бухэксперте есть статьи. 
Если сами делали, то требования - накладные.",messages_5,True,positive,0.5,"Пользователь ссылается на сервис как на источник информации, но не выражает особую эмоцию по этому поводу. Поэтому оценка как нейтральная.",подрядчикам тогда это давальческое сырье на бухэксперте есть статьи если сами делали то требования накладные
61621,61622,2024-06-29,3382,"Хочу добавить по поводу зарабатывания на записях, сейчас зашла на Бухэксперт, там запись вебинара для не подписчиков 9900₽, так что Евгения, Вы недорабатываете 😁",messages_5,True,negative,0.8,"Пользователь считает, что цена за вебинар для неподписчиков слишком высока, что делает сервис неудобным для использования.",хочу добавить по поводу зарабатывания на записях сейчас зашла на бухэксперт там запись вебинара для не подписчиков 9900 так что евгения вы недорабатываете
71113,71114,2024-07-22,367,"На бухэксперте рассказывали по другому. НМА это право использования, а не лицензия. Если Вы планируете  в перспективе и дальше продлять право пользования, то это уже не срок до 12 мес.
В общем срок, это сколько планируете использовать, а оплата  ежегодно лицензии это капитализация НМА.",messages_5,True,positive,0.6,"Пользователь ссылается на бухгалтерский эксперт как на источник информации, но не выражает явную неприязнь к сервису. Основная причина - информация о лицензиях и праве использования, которая была получена от эксперта.",на бухэксперте рассказывали по другому нма это право использования а не лицензия если вы планируете в перспективе и дальше продлять право пользования то это уже не срок до 12 мес в общем срок это сколько планируете использовать а оплата ежегодно лицензии это капитализация нма
77745,77746,2024-08-08,4153,"Бухэксперт8, до этого был Актион. Актион почти бесполезен, не понравилось. А вот Бухэкспертом пользуюсь последний год только, раньше о нем не знала. И очень-очень довольна",messages_5,True,positive,0.8,"Пользователь перешел от негативного мнения на бухгалтера (бухэксперт 8) к очень положительному, так как начал активно пользоваться сервисом после того, как узнал о нем. Это свидетельствует о том, что сервис предоставляет достоверную и полезную информацию, что положительно отражается на его оценке.",бухэксперт 8 до этого был актион актион почти бесполезен не понравилось а вот бухэкспертом пользуюсь последний год только раньше о нем не знала и очень очень довольна
82029,82030,2024-08-18,1233,Посмотрите на сайте бухэкспер8.,messages_5,True,positive,0.5,"Пользователь ссылается на сайт бухэксперта 8, что считается положительным примером для сервиса.",посмотрите на сайте бухэкспер 8
83602,83603,2024-08-22,2239,"Если для назначения добровольных алиментов использовать в ЗУП 3.1 документ Исполнительный лист (Зарплата — Удержания — Исполнительные листы), в котором указана очередность взыскания, это может привести к неполному удержанию сумм по другим, «настоящим», исполдокументам. В этом случае организация рискует нарушить законодательство об исполнительном производстве. Поэтому мы рекомендуем настраивать учет алиментов по заявлению работника как добровольное удержание или как перечисление части зарплаты по отдельным реквизитам. - С сайта Бухэксперт. Получается в любом случае сумма указывается как удержанная. Допустимо написать удержанная по заявлению работника.",messages_5,True,positive,0.7,"Пользователь предоставляет достоверную информацию о том, как правильно настроить учет алиментов по заявлению работника, чтобы избежать нарушения законодательства об исполнительном производстве. Это хороший пример для сервиса, который помогает разъяснить правильный подход к удержанию сумм из зарплаты.",если для назначения добровольных алиментов использовать в зуп 3 1 документ исполнительный лист зарплата удержания исполнительные листы в котором указана очередность взыскания это может привести к неполному удержанию сумм по другим настоящим исполдокументам в этом случае организация рискует нарушить законодательство об исполнительном производстве поэтому мы рекомендуем настраивать учет алиментов по заявлению работника как добровольное удержание или как перечисление части зарплаты по отдельным реквизитам с сайта бухэксперт получается в любом случае сумма указывается как удержанная допустимо написать удержанная по заявлению работника
3054,3055,2024-02-01,394,"Добрый день. Хочу на 6 месяцев на бухэксперт 8 подписаться, для нас дорого. Есть желающие 50 на 50 поделить сумму? Доступ даётся на 2х пользователей.",messages_6,True,negative,0.6,"Пользователь высказывается негативно о стоимости подписки на сервис 'Бухгалтер 8', считая, что она слишком дорогая. При этом он указывает, что сумму доступную для двух пользователей, но не дает конкретной оценки удобства использования сервиса.",добрый день хочу на 6 месяцев на бухэксперт 8 подписаться для нас дорого есть желающие 50 на 50 поделить сумму доступ даётся на 2 х пользователей
3862,3863,2024-02-12,165,Есть статья в БухЭксперт. Но ее можно прочитать при подписке,messages_6,True,positive,0.5,"Пользователь упоминает о сервисе бухэксперт как о источнике информации, но не выражает чрезмерную радость от этого. Поэтому оценка положительная, но не очень высокая.",есть статья в бухэксперт но ее можно прочитать при подписке
3863,3864,2024-02-12,279,Какой номер и дата БухЭксперта или как называется статья?,messages_6,True,neutral,0.5,"Пользователь просит информацию о номере или названии статьи на сайте бухгалтерского эксперта, но не выражает явную положительную или отрицательную эмоцию по отношению к сервису. Поэтому оценка нейтральная.",какой номер и дата бухэксперта или как называется статья
6276,6277,2024-03-21,860,"Проверьте ,с января все закрывается регламентной операцией .Есть урок на бухэксперте",messages_6,True,positive,0.5,"Пользователь ссылается на сервис бухэксперта как на источник информации, но не выражает особую эмоцию по этому поводу. Поэтому оценка как нейтральная.",проверьте с января все закрывается регламентной операцией есть урок на бухэксперте
11987,11988,2024-07-15,1265,"Проверить надо настройки в зуп от туда же идет синхронизация, лучше посмотрите точки какие стоят, бухэксперт8 вам в помощь",messages_6,True,positive,0.5,"Пользователь упоминает бухэксперт 8 как источник информации, но не выражает явное удовлетворение или несудовлетворение по сервису напрямую. Поэтому классифицируется как нейтральный комментарий.",проверить надо настройки в зуп от туда же идет синхронизация лучше посмотрите точки какие стоят бухэксперт 8 вам в помощь
14167,14168,2024-09-12,182,"Юлия, зашла на их сайт бухэксперта, поискала по поиску, не нашла эту программу, может подскажете тэги для поиска или название или как искать по каким маячкам эту обработку? Спасибо",messages_6,True,positive,0.7,"Пользователь просит помощи и получает совет от бухгалтера, что является положительным примером взаимодействия с сервисом. Пользователь не высказывает негативных эмоций, а наоборот, выражает благодарность за помощь.",юлия зашла на их сайт бухэксперта поискала по поиску не нашла эту программу может подскажете тэги для поиска или название или как искать по каким маячкам эту обработку спасибо
1063,1064,2024-01-16,163,"Почитайте в Бухэксперт по теме 
ПОДРАЗДЕЛ 1.2 ЕФС-1 ПО СОТРУДНИЦАМ, УХОДЯЩИМ В ОТПУСКА ПО БИР И ПО УХОДУ ЗА РЕБЕНКОМ, теперь новая обязанность по таким сотрудникам с 2024г",messages_7,True,positive,0.7,"Пользователь ссылается на сервис как на источник информации, чтобы получить разъяснение по изменениям в законодательстве, связанным с новыми обязанностями для сотрудников, уходящих в отпуск по уходу за ребенком и по больничному. Это свидетельствует о положительном отношении к сервису бухгалтерской экспертизы, который предоставляет достоверную и полезную информацию для пользователей.",почитайте в бухэксперт по теме подраздел 1 2 ефс 1 по сотрудницам уходящим в отпуска по бир и по уходу за ребенком теперь новая обязанность по таким сотрудникам с 2024 г
1974,1975,2024-01-25,163,"На бухэксперте писали , если уведомление в январе сделано на старом релизе, а потом обновляли 1с , то уведомление будет не проведенное, возможно это ваш случай",messages_7,True,positive,0.5,"Пользователь ссылается на сервис как на источник информации, но выражение его высказывания нейтральное. Вероятно, пользователь считает, что сервис полезен, но при этом отмечает небольшую неточность или недостаток.",на бухэксперте писали если уведомление в январе сделано на старом релизе а потом обновляли 1 с то уведомление будет не проведенное возможно это ваш случай
4188,4189,2024-02-16,662,"Регламентой операций все перенесено  в правильные даты. У налоговой на ЕНС оно отразится в 2024г., а если вы перенесете в 2023 у вас сальдо с налоговой не сойдется. Был очень  хорошо  вебинар БухЭусперт, где рассказывали новую методику учёта ЕНС в 1с,  но видео нет в открытом доступе, есть некоторые статьи. Посмотрите там, может что для себя почерпнете",messages_7,True,positive,0.6,"Пользователь ссылается на полезный вебинар бухгалтера, который рассказывал о новой методике учета ЕНС. Хотя видео не доступно, пользователь рекомендует посмотреть статьи, где может быть что-то полезное для себя. Это оценивается как положительный комментарий, так как пользователь видит ценность сервиса и советует его другим.",регламентой операций все перенесено в правильные даты у налоговой на енс оно отразится в 2024 г а если вы перенесете в 2023 у вас сальдо с налоговой не сойдется был очень хорошо вебинар бухэусперт где рассказывали новую методику учёта енс в 1 с но видео нет в открытом доступе есть некоторые статьи посмотрите там может что для себя почерпнете
5159,5160,2024-02-26,13,"до 25 февраля года, следующего за
Декларация представляется в ИФНС ежегодно до 25 февраля года, следующего за налоговым периодом ( п. 3 ст. 386 НК РФ ). Срок сдачи за 2023 год — до 26.02.2024 (перенос с 25.02.2024). С 2023 года налог на имущество уплачивается в составе ЕНП — до 28.02.2024 ( п. 1 ст. 363 НК РФ ).
buhexpert8.ru",messages_7,True,neutral,0.5,"Пользователь предоставляет информацию о сроках сдачи декларации и уплаты налогов, не выражая личное мнение о сервисе. Комментарий является нейтральным.",до 25 февраля года следующего за декларация представляется в ифнс ежегодно до 25 февраля года следующего за налоговым периодом п 3 ст 386 нк рф срок сдачи за 2023 год до 26 02 2024 перенос с 25 02 2024 с 2023 года налог на имущество уплачивается в составе енп до 28 02 2024 п 1 ст 363 нк рф buhexpert 8 ru
6996,6997,2024-03-14,163,"Вот это списание пени с ЕНС надо «отразить» у себя, а «начислять» как это делали  до введения ЕНС не нужно. Одна проводка  д91.02 к68.90 и всё, вот как указать чтобы не попадали в расходы до налогообложения, тут у меня вопрос, в прошлом году было понятно, в этом опять все поменяли .. (В Бухэксперт и ИТС статьи были про пени, но там по ОСНО )",messages_7,True,negative,0.7,"Пользователь жалуется на то, что система налогообложения изменилась, и теперь он не может понять, как отразить списание пени и начисления, как это делалось раньше. Он считает, что изменения вызвали нечеткости и сложности в понимании процесса. Бухгалтерский эксперт и статьи, на которые он ссылается, не смогли ему помочь, так как информация там была про пени, но не учитывала новые изменения.",вот это списание пени с енс надо отразить у себя а начислять как это делали до введения енс не нужно одна проводка д 91 02 к 68 90 и всё вот как указать чтобы не попадали в расходы до налогообложения тут у меня вопрос в прошлом году было понятно в этом опять все поменяли в бухэксперт и итс статьи были про пени но там по осно
7147,7148,2024-03-14,87,"Здравствуйте. На Бухэксперт8 статья КАК ПРИ УСН УЧЕСТЬ СТРАХОВЫЕ ВЗНОСЫ, УПЛАЧЕННЫЕ ДОСРОЧНО В ДЕКАБРЕ 2023, В 1С?",messages_7,True,positive,0.5,"Пользователь ссылается на сервис Buhexpert 8 как на источник информации, что делает комментарий положительным, несмотря на негативный тон. Пользователь интересуется информацией об учёте страховых взносов, что показывает его привлечение к сервису.",здравствуйте на бухэксперт 8 статья как при усн учесть страховые взносы уплаченные досрочно в декабре 2023 в 1 с
7956,7957,2024-03-22,87,"Здравствуйте. На Бухэксперт8 статья КАК ПРИ УСН УЧЕСТЬ СТРАХОВЫЕ ВЗНОСЫ, УПЛАЧЕННЫЕ ДОСРОЧНО В ДЕКАБРЕ 2023, В 1С?",messages_7,True,positive,0.5,"Пользователь ссылается на сервис Buhexpert 8 как на источник информации, что делает комментарий положительным, несмотря на негативный тон. Основная причина - получение ответа на вопрос о том, как учесть страховые взносы, уплаченные досрочно в декабре 2023 года.",здравствуйте на бухэксперт 8 статья как при усн учесть страховые взносы уплаченные досрочно в декабре 2023 в 1 с
8039,8040,2024-03-23,163,"Вышло  вчера обещанное обновление от 1С 8.3.150.29 , там новый механизм-добавили блок ЕНС « сведения об уплате налогов»,  сведения нужно  отражать  на основе данных ЛК  либо в ручную , либо настроив интеграцию через 1С отчетность-автоматически. Тогда налоги должны попадать в книгу. Еще не опробовано в деле.

https://buhexpert8.ru/voprosy/voprosy-1s-buhgalteriya/v-2024-godu-v-kudir-ne-vklyuchayutsya-ndfl-i-strahovye-vznosy.html?ysclid=lu2c46p7hd178730434",messages_7,False,positive,0.5,"Пользователь упоминает о новом механизме, добавленном в обновлении, который позволяет отражать сведения об уплате налогов на основе данных ЛК. Это может рассматриваться как положительный момент. Однако, пользователь отмечает, что это еще не опробовано в деле и не ссылается на личный опыт использования. Также упоминает бухэксперт 8 как источник информации, что делает комментарий нейтральным.",вышло вчера обещанное обновление от 1 с 8 3 150 29 там новый механизм добавили блок енс сведения об уплате налогов сведения нужно отражать на основе данных лк либо в ручную либо настроив интеграцию через 1 с отчетность автоматически тогда налоги должны попадать в книгу еще не опробовано в деле ссылка на бухэксперт 8
10497,10498,2024-04-17,87,"Здравствуйте. На Бухэксперт8 статья КАК ПРИ УСН УЧЕСТЬ СТРАХОВЫЕ ВЗНОСЫ, УПЛАЧЕННЫЕ ДОСРОЧНО В ДЕКАБРЕ 2023, В 1С?",messages_7,True,positive,0.5,"Пользователь ссылается на сервис Buhexpert 8 как на источник информации, что делает комментарий положительным, несмотря на негативный тон. Пользователь интересуется вопросом о страховых взносах, что показывает, что он пытается найти ответы в сервисе.",здравствуйте на бухэксперт 8 статья как при усн учесть страховые взносы уплаченные досрочно в декабре 2023 в 1 с
13793,13794,2024-05-25,533,"Тут полная информация по вашему вопросу 

https://buhexpert8.ru/1s-zup/etk-i-uchet-dlya-pfr/personifitsirovannyj-uchet/podrazdel-1-2-efs-1-po-sotrudnitsam-uhodyashhim-v-otpuska-po-bir-i-po-uhodu-za-rebenkom.html?ysclid=lwlw8tv4w5917669713",messages_7,False,positive,0.7,"Пользователь ссылается на сервис бухэксперт 8 как на источник достоверной информации, что делает комментарий положительным. Хотя он высказывается негативно, он все же признает ценность сервиса для получения знаний.",тут полная информация по вашему вопросу ссылка на бухэксперт 8
14141,14142,2024-05-29,533,"Если у вас дивиденды не по итогам года предыдущего, а этого, то выплачивать вы их не можете. 

https://buhexpert8.ru/1s-buhgalteriya/glavnaya-1s-buhgalteriya/goryachie-temy-po-1s-buhgalterii/ezhemesyachnye-dividendy-na-usn-pozitsiya-suda.html",messages_7,False,positive,0.6,"Пользователь использует сервис бухгалтера как источник информации, хотя высказывается негативно. Основная причина - неудобство или невозможность получения дивидендов по прошлому году.",если у вас дивиденды не по итогам года предыдущего а этого то выплачивать вы их не можете ссылка на бухэксперт 8
16378,16379,2024-06-26,476,"https://buhexpert8.ru/1s-zup/otpuska-i-komandirovki/ezhegodnye-otpuska/kak-v-zup-3-1-oformit-otpusk-s-posleduyushhim-uvolneniem.html?ysclid=lxumew5bdz194591542
Здесь про остаток дней отпуска расписано",messages_7,False,positive,0.6,"Пользователь ссылается на сервис бухэксперт 8 как на источник информации, что делает комментарий положительным. Хотя он высказывается негативно, он все же признает, что сервис может быть полезным для получения знаний.",ссылка на бухэксперт 8 здесь про остаток дней отпуска расписано
23593,23594,2024-08-28,2102,"Да, можно. 
https://buhexpert8.ru/1s-zup/otpuska-i-komandirovki/ezhegodnye-otpuska/nyuansy-pererascheta-otpusknyh-posle-nachisleniya-zarplaty-za-proshlyj-mesyats.html",messages_7,False,positive,0.5,"Ссылка на бухэксперт 8 как источник информации указывает на то, что пользователь оценивает сервис положительно, хотя и не является очень доволен. Бухэксперт 8 известен своей достоверностью и полезностью для бухгалтеров и предпринимателей. Поэтому комментарий считается положительным.",да можно ссылка на бухэксперт 8
23600,23601,2024-08-28,1967,"https://buhexpert8.ru/voprosy/voprosy-1s-buhgalteriya/vyplaty-po-mehanikam-loyalnosti-na-ozon.html?ysclid=m0dlixra6z81493439 посмотрите вот тут, про НДС правда ничего не сказано",messages_7,False,positive,0.5,"Пользователь ссылается на сервис бухэксперт 8 как на источник информации, но не выражает явную положительную или отрицательную эмоцию по сервису напрямую. Поэтому классифицируется как нейтральный комментарий с умеренной степенью привлекательности.",ссылка на бухэксперт 8 посмотрите вот тут про ндс правда ничего не сказано
25283,25284,2024-09-12,1817,Проводку даст https://buhexpert8.ru/1s-buhgalteriya/proizvodstvo-gotovoj-produktsii/dokument-otchet-proizvodstva-za-smenu-v-1s-8-3-primer-zapolneniya.html?ysclid=m0yvbbl2o2436077389,messages_7,False,positive,0.5,"Пользователь ссылается на сервис бухгалтера 8 как на источник информации, но не выражает особую эмоцию по этому поводу. Поэтому оценка положительная с нейтральным эмоциональным счетом.",проводку даст ссылка на бухэксперт 8
26054,26055,2024-09-19,2115,"Вот посмотрите по ссылке, там подробно расписано как в 1с бухгалтерия провести всё это дело.
https://buhexpert8.ru/1s-buhgalteriya/materialy/postuplenie-materialov/uchet-trudovyh-knizhek.html?ysclid=m1984w0fy5576710393",messages_7,False,positive,0.7,"Пользователь ссылается на сервис как на источник достоверной информации, несмотря на то, что высказывается негативно. Это считается хорошим примером для сервиса.",вот посмотрите по ссылке там подробно расписано как в 1 с бухгалтерия провести всё это дело ссылка на бухэксперт 8
26186,26187,2024-09-20,173,https://buhexpert8.ru/voprosy/voprosy-1s-buhgalteriya/nds-pri-oplate-avansa-nashim-zakazchikom-za-nas-postavshhiku.html внимательно не читала,messages_7,False,neutral,0.5,"Пользователь не упоминает никакой конкретной причины для своего мнения, поэтому его оценка считается нейтральной.",ссылка на бухэксперт 8 внимательно не читала
26337,26338,2024-09-24,1894,Посмотрите здесь https://buhexpert8.ru/1s-buhgalteriya/nalogi/prochie-otchety-i-nalogi/psn-prochie-otchety-i-nalogi/umenshenie-naloga-po-usn-dohody-i-psn-na-strahovye-vznosy-ip-v-2024-godu-v-1s.html?ysclid=m1fa0kgmn4986270347,messages_7,False,positive,0.5,"Пользователь ссылается на сервис Buhexpert 8 как на источник информации, но не выражает явное удовлетворение или недовольство. Ссылка на статью или материал без дополнительных комментариев о личном опыте использования сервиса классифицируется как нейтральный.",посмотрите здесь ссылка на бухэксперт 8
26504,26505,2024-09-25,2392,"Понятно. Уже почитала в бухэксперте. Вот не помню про прошлый год... Там вроде были не сотрудники у нас. А не подавали. Вообще так-то это проблема главбуха. Я и по остальным подавать стала по своей инициативе. Она говорила, что не надо",messages_7,True,negative,0.6,"Пользователь жалуется на отсутствие сотрудников от бухгалтерии, что вызывает проблемы. Хотя пользователь сам стал подавать документы по своей инициативе, это все равно вызывает негативную реакцию из-за слов главного бухгалтера, что это не нужно.",понятно уже почитала в бухэксперте вот не помню про прошлый год там вроде были не сотрудники у нас а не подавали вообще так то это проблема главбуха я и по остальным подавать стала по своей инициативе она говорила что не надо
26564,26565,2024-09-25,2115,"https://buhexpert8.ru/1s-buhgalteriya/nalogi/usn/rashody-usn/arenda-avtomobilya-u-fizlitsa-pri-usn-v-1s.html?ysclid=m1hkzb1vri668763172

Посмотрите эту статью пошаговую. Первая часть статьи вам не нужна конечно, там про учёт аренды в бухгалтерии, а не зуп. А вот во второй части про учёт НДФЛ. Ещё там пишут, что если учёт в зупе, а потом переносите, то НДФЛ вносим записью книги учёта доходов и расходов. В общем пробовать надо, если сведения об уплате налогов не помогает, то наверно записью в книгу",messages_7,False,positive,0.5,"Пользователь ссылается на сервис Buhexpert 8 как на источник информации, но выражает свое мнение о конкретной статье или разделе. Хотя комментарий не является полностью положительным, он не выражает явной неприязни к сервису.",ссылка на бухэксперт 8 посмотрите эту статью пошаговую первая часть статьи вам не нужна конечно там про учёт аренды в бухгалтерии а не зуп а вот во второй части про учёт ндфл ещё там пишут что если учёт в зупе а потом переносите то ндфл вносим записью книги учёта доходов и расходов в общем пробовать надо если сведения об уплате налогов не помогает то наверно записью в книгу
